id,name,island,status,distM,stable,googleResult,googleType,placeId,query
1026,Δεύτερη Σπιάντζα,Paxos,WRONG_PLACE,3863,false,Γαλάζιες Σπηλιές,scenic_spot,ChIJ41wG0GWNXBMR9kXS798B1_E,"Δεύτερη Σπιάντζα, Paxos"
1036,Μπάλος,Paxos,WRONG_TYPE,554,false,Agali Hotel Paxos,hotel,ChIJ2a4M8-aMXBMROJelJsaA1U4,"Μπάλος, Paxos"
1041,Σουλάνενα,Paxos,WRONG_TYPE,427,false,Fish Restaurant Klis,seafood_restaurant,ChIJIWyG--OMXBMRlapPzOxb72A,"Σουλάνενα, Paxos"
1059,Μπραγκίνι,Erikoussa,WRONG_PLACE,1688,false,Παραλία Μπραγκίνι,tourist_attraction,ChIJX-LGnUBLWxMRqemKgianBJY,"Μπραγκίνι, Erikoussa"
1061,Πορτέλο,Mathraki,WRONG_PLACE,461556,false,Portello Beach,tourist_attraction,ChIJI2qrm4RBnhQRzt4nMK7sX6o,"Πορτέλο, Mathraki"
1064,Central Square Beach,Kefalonia,WRONG_PLACE,25311,false,Central Square Apartment,lodging,ChIJYRkCfbqHXRMR0ECkeCUNOTA,"Central Square Beach, Kefalonia"
1072,Μούντα (γυμνιστών),Kefalonia,WRONG_PLACE,14187,false,Παραλία Λουρδάτα,beach,ChIJdwz-m-hhZxMRWpbe0KwKyyU,"Μούντα (γυμνιστών), Kefalonia"
1075,Σίσσια,Kefalonia,WRONG_TYPE,590,false,Ιερά Μονή Υπεραγίας Θεοτόκου Σισσίων,place_of_worship,ChIJlwuhzMthZxMRVZns7M4v6iM,"Σίσσια, Kefalonia"
1077,Λιμανάκι Τραπεζακίου,Kefalonia,WRONG_TYPE,78,true,Trapezaki Beach,bus_stop,ChIJWc3drwRiZxMRxWy6uaGhR5w,"Λιμανάκι Τραπεζακίου, Kefalonia"
1085,Αγία Σωτήρα,Kefalonia,WRONG_TYPE,47,false,Αγία Σωτήρα,church,ChIJ_SPLTfyFXRMRZWWnujvtKiI,"Αγία Σωτήρα, Kefalonia"
1101,Κουμαριά,Kefalonia,WRONG_TYPE,9,false,Παραλία Κουμαριά,tourist_attraction,ChIJB5LrsYqEXRMRa7kEm7gB8do,"Κουμαριά, Kefalonia"
1102,Κουνόπετρα,Kefalonia,WRONG_TYPE,490,false,Κουνοπετρα,,ChIJI_EoFDF-ZxMRGhyNYFYm6K4,"Κουνόπετρα, Kefalonia"
1103,Λίθος,Kefalonia,WRONG_PLACE,19757,false,Lithos Villas | Villa Ainos - Villa Kefalos - Villa Petra,service,ChIJgYa3Nv9hZxMRAps6m6o-qCE,"Λίθος, Kefalonia"
1108,Λυγιά Φάρσων,Kefalonia,WRONG_TYPE,7,false,Παραλία Λυγιά,tourist_attraction,ChIJ-RdlqYGGXRMRLU8e75d_AUk,"Λυγιά Φάρσων, Kefalonia"
1109,Λυγιά Πεσσάδας,Kefalonia,WRONG_PLACE,15268,false,Παραλία Λυγιά,tourist_attraction,ChIJ-RdlqYGGXRMRLU8e75d_AUk,"Λυγιά Πεσσάδας, Kefalonia"
1116,Παραλία Αγία Βαρβάρα,Kefalonia,WRONG_PLACE,25269,false,Παρεκκλήσι Αγίας Βαρβάρας,church,ChIJoTYQpc6HXRMRoddQP3HO69g,"Παραλία Αγία Βαρβάρα, Kefalonia"
1128,Σπίθι,Kefalonia,WRONG_TYPE,1326,true,Skala Tara Beach,bus_stop,ChIJP-6yl0lfZxMRy5q7WxAoHKc,"Παραλία Σπίθι, Kefalonia"
1133,Ελιές,Kefalonia,WRONG_PLACE,5936,false,Oaks & Olives,lodging,ChIJUaTaETCNXRMRi5A7VjnP6Xk,"Ελιές, Kefalonia"
1138,Πλατύ Λιμάνι,Kefalonia,WRONG_PLACE,10366,false,Λιμάνι Φισκάρδου,marina,ChIJneiOG4S9XRMRcuixtW2Ouek,"Πλατύ Λιμάνι, Kefalonia"
1139,Breath of Zorbas beach,Lefkada,WRONG_TYPE,27,false,Breath of Zorbas,restaurant,ChIJh7ISHlM1XBMR7MtV-Mg66wg,"Breath of Zorbas beach, Lefkada"
1142,Παραλία Νικιάνας,Lefkada,WRONG_PLACE,1696,false,Παραλία Νικιάνας,,ChIJ2by5gFs1XBMRVnyNqwsT9zk,"Παραλία Νικιάνας, Lefkada"
1145,Λίμνη / Στροφή,Lefkada,WRONG_PLACE,8747,false,Λιμεναρχείο Νυδρίου,service,ChIJ4QmwbIe1XRMRXb8Yh71MIjQ,"Λίμνη / Στροφή, Lefkada"
1152,Ανώνυμη Παραλία Κομηλιό,Lefkada,WRONG_PLACE,9003,false,Κρυφή Παραλία Μύλος,tourist_attraction,ChIJg08HQT5NXBMRlA0cI-mMYCM,"Ανώνυμη Παραλία Κομηλιό, Lefkada"
1153,Ασπρογιαλός,Lefkada,WRONG_PLACE,5578,false,Σπύρος Λύγδας - Πολιτικός Μηχανικός - Τεχνικό Γραφείο,service,ChIJZQjSaWRLXBMR6nNcBLsz7Hs,"Ασπρογιαλός, Lefkada"
1163,Καμίνια,Lefkada,WRONG_TYPE,40,false,Kaminia Blue - Azure Breeze: Charming 2-bedroom villa with sea-view in Lefkada,lodging,ChIJW6yajtJLXBMRCyNQ2AK1gF4,"Καμίνια, Lefkada"
1164,Κρυονέρι,Lefkada,WRONG_PLACE,286148,false,Κρυονέρι,,ChIJs6FdlIx1oRQRUqMbo2125X4,"Κρυονέρι, Lefkada"
1165,Λυγιά,Lefkada,WRONG_PLACE,2723,false,Λυγιά,,ChIJBbf2JH81XBMRe04PmCN0cXw,"Λυγιά, Lefkada"
1170,Πλάκα (Βαγιά),Lefkada,WRONG_PLACE,33510,false,Παραλία Πλάκα,tourist_attraction,ChIJL6pJEgC7XRMRrC2fZ9UkIbE,"Πλάκα (Βαγιά), Lefkada"
1173,Φτέρη,Lefkada,WRONG_PLACE,10134,false,Vantiera,restaurant,ChIJoyss_xBLXBMRTGX7mTPjsSM,"Φτέρη, Lefkada"
1175,Αμπελάκια,Meganisi,WRONG_TYPE,26,false,Ταβέρνα Αμπελάκι,restaurant,ChIJIYkrbOTLXRMRgFO7riSl-Rc,"Αμπελάκια, Meganisi"
1176,Ελιά,Meganisi,WRONG_TYPE,551,false,Elia Village,apartment_complex,ChIJxXDYmVfJXRMRUBfXsFFEeOg,"Ελιά, Meganisi"
1177,Αθερινός,Meganisi,WRONG_TYPE,49,false,Kostas restaurant,restaurant,ChIJw04l9PzLXRMRu_Rcq9wT5MQ,"Αθερινός, Meganisi"
1179,Πασουμάκι,Meganisi,WRONG_TYPE,970,false,Ψαροταβέρνα Ερρίκος,restaurant,ChIJReaLJN7LXRMR-LVTkSNX_pU,"Πασουμάκι, Meganisi"
1181,Φανάρι,Meganisi,WRONG_TYPE,106,false,Fanari Beach Bar,bar,ChIJtWFi2ErLXRMRdSb9Pht_s8g,"Φανάρι, Meganisi"
1188,Κορακονήσι,Zakynthos,WRONG_TYPE,103,false,ΚΟΡΑΚΟΝΗΣΙ,island,ChIJlQf88hY-ZxMR45s2_dIf0TU,"Κορακονήσι, Zakynthos"
1201,Ατσίγγανος,Zakynthos,WRONG_PLACE,2848,false,Παραλία Ατσίγγανος,beach,ChIJFYnMuVhpZxMRV660cZ_MPqc,"Ατσίγγανος, Zakynthos"
1203,Καμαρωτή,Zakynthos,UNSTABLE,1247,false,Παραλία Κερί,tourist_attraction,ChIJvyJ4SWE5ZxMReFgmII396zM,"Παραλία Καμαρωτή, Zakynthos"
1213,Παραλία Πλακάκι,Zakynthos,WRONG_TYPE,479,false,Θέα Πλακάκι,scenic_spot,ChIJ83S_faU9ZxMRLRh0o7_LwzI,"Παραλία Πλακάκι, Zakynthos"
1214,Παραλία Σελίνας Φιλίππων,Zakynthos,WRONG_PLACE,10007,false,Παραλία Πόρτο Στενίτη,,ChIJ79nMc0drZxMRiEmTTadC_gQ,"Παραλία Σελίνας Φιλίππων, Zakynthos"
1217,Πόρτο Ζόρο,Zakynthos,WRONG_TYPE,86,false,Porto Zorro Beach Hotel,resort_hotel,ChIJLYjDXNZJZxMRpemlf7qx3Cg,"Πόρτο Ζόρο, Zakynthos"
1218,Πόρτο Καμίνια,Zakynthos,WRONG_TYPE,19,false,Παραλία Καμίνια,tourist_attraction,ChIJZ4uAYNRJZxMRjFFY2OVdNFM,"Πόρτο Καμίνια, Zakynthos"
1232,Κουτούπι,Ithaca,WRONG_PLACE,238422,false,Παραλία Κουτσούπρι ⛱,beach,ChIJTThGOVAvpxQRmC0bv2TO-lM,"Παραλία Κουτούπι, Ithaca"
1238,Πλακούτσες,Ithaca,WRONG_PLACE,1783,false,Παραλία Πλακούτσες,tourist_attraction,ChIJ7zTC8Pq_XRMRnOwi33rlvcs,"Πλακούτσες, Ithaca"
1242,Λιμένια,Ithaca,WRONG_PLACE,12120,false,Λιμάνι Ιθάκης,marina,ChIJFfY6CNPrXRMRImf55XxBMVY,"Λιμένια, Ithaca"
1248,Bella Vista,Chios,WRONG_TYPE,163,false,Bella Vista Studios,lodging,ChIJfdAMGIlluxQRrBSE7-TffDY,"Bella Vista, Chios"
1252,Παραλία Τραχύλι,Chios,WRONG_PLACE,17625,false,Παραλία Τραχήλι,beach,ChIJC7qM7yxcuxQREfaPP-ZRvf8,"Παραλία Τραχύλι, Chios"
1253,Βίγλα,Chios,WRONG_PLACE,19366,false,Βίγλα του Παχή,historical_landmark,ChIJRwgFZJlduxQRYhwDlBlwX70,"Βίγλα, Chios"
1267,Αυλωνιά Πυργίου,Chios,WRONG_PLACE,11021,false,Παραλία Αυλωνία,beach,ChIJ1_fVO3-mvBQREwvKvSYgREk,"Αυλωνιά Πυργίου, Chios"
1280,Κατσούνι,Psara,WRONG_TYPE,71,false,Σπιτάλια,restaurant,ChIJLzXciAqxpBQRlU-YQsTkYRs,"Κατσούνι, Psara"
1283,Λαζαρέτα,Psara,WRONG_TYPE,759,false,Resalto Psara,restaurant,ChIJ2WDF_ICxpBQRCpbxiXR6XXw,"Λαζαρέτα, Psara"
1285,Κακοπετριά,Oinousses,WRONG_TYPE,13,false,Παραλία Κακοπετριά,resort_hotel,ChIJgywiALttuxQRDIvvf94YDrM,"Κακοπετριά, Oinousses"
1286,Φασόλι,Oinousses,UNSTABLE,407,false,Παραλία Πρώτο Μπιλάλι,tourist_attraction,ChIJR76CuUJtuxQRZsRpR1K0qKI,"Παραλία Φασόλι, Oinousses"
1290,Χόχλακας,Oinousses,WRONG_TYPE,10,false,Παράλια Χόχλακας,tourist_attraction,ChIJTWK6byFtuxQRmIvT8KitZqE,"Χόχλακας, Oinousses"
1292,Κατσίκα,Oinousses,WRONG_PLACE,219699,false,Katsika N.Iraklio (Delivery Only!),restaurant,ChIJQQiBQpKZoRQRm1OaFlguN6g,"Κατσίκα, Oinousses"
1300,Λιβάδι,Ikaria,WRONG_PLACE,14051,false,Λιβάδι,,ChIJWXaw4KgCvRQRWe58UHBcQIo,"Λιβάδι, Ikaria"
1304,Του Κοντού το Λάκωμα,Ikaria,WRONG_TYPE,50,false,ΚΟΝΤΟΥ ΤΟ ΛΑΚΩΜΑ,medical_clinic,ChIJjbdKt6f5vBQRsU6F0VIl6Rk,"Του Κοντού το Λάκωμα, Ikaria"
1309,Τράχηλα,Ikaria,WRONG_PLACE,5221,false,Atheras,hotel,ChIJW3JHlFnivBQRgadalluM2fI,"Τράχηλα, Ikaria"
1310,Φυρόδη,Ikaria,WRONG_TYPE,649,false,Firodi Boat,transportation_service,ChIJIZFdYpcfvRQRG0FbVl2ICAs,"Φυρόδη, Ikaria"
1314,Βιτσίλα,Fournoi,WRONG_PLACE,509203,false,Ο φούρνος με τα ξύλα - Μπισμπίκης Α. & Υιος,pastry_shop,ChIJLZ6XhfXSWRMRuwfDey950aY,"Βιτσίλα, Fournoi"
1318,Κουμαρά,Fournoi,WRONG_PLACE,161675,false,Bakery Xristorfora Preka - Φούρνος Χριστοφόρα Πρέκα,bakery,ChIJxQhVxN3RmRQRXRbgOaa1HUs,"Κουμαρά, Fournoi"
1328,Αυλάκι,Lesvos,WRONG_PLACE,46080,false,Avlaki Restaurant,restaurant,ChIJjfXWsKykoRQRyJgADSrcAp0,"Αυλάκι, Lesvos"
1331,Βατραχιά,Lesvos,WRONG_PLACE,15671,false,VATERA BEACH Α.Ξ.&Τ.Ε.,point_of_interest,ChIJS-CerI_vuhQRyNg_xTy7gp0,"Βατραχιά, Lesvos"
1332,Ελεύκος,Lesvos,WRONG_PLACE,17520,false,"Τα Νέα της Λέσβου - Νέα, Λέσβος, ειδήσεις, επικαιρότητα - Εφημερίδα",,ChIJJ1RMHAxnuhQRM5VInii0Acg,"Ελεύκος, Lesvos"
1336,Κοχύλια,Lesvos,WRONG_TYPE,58,false,Bracciera Beach Bar,bar,ChIJrwHGrFFduhQR2CSCFkuYGGg,"Παραλία Κοχύλια, Lesvos"
1340,Λαμπρίνη ή Ουζούν Σοκάκ,Lesvos,WRONG_PLACE,218434,false,LABRINI ATHENS,store,ChIJrRkqlt-eoRQRJ-f4fS5gbV8,"Λαμπρίνη ή Ουζούν Σοκάκ, Lesvos"
1344,Μάλαθρα,Lesvos,WRONG_PLACE,24702,false,Μάλαθρα Εστιατόριο,restaurant,ChIJGTixvdiTuhQR_Lx2cWkMMeY,"Μάλαθρα, Lesvos"
1345,Μπάκερος,Lesvos,WRONG_PLACE,46972,false,PETRA BEACH Α.Ε.,tourist_attraction,ChIJzdz8doKQuhQRk-eoqgmvwu8,"Παραλία Μπάκερος, Lesvos"
1346,Μπαλίνη,Lesvos,WRONG_PLACE,47167,false,Μυτιλήνη Επανω Σκαλα,fishing_pier,ChIJQXHh6whnuhQRrXAOWyzlcr8,"Μπαλίνη, Lesvos"
1348,Νησέλια,Lesvos,WRONG_TYPE,362,false,Νησέλια,,ChIJmQBa8QNkuhQR4YRRLm0N3wY,"Νησέλια, Lesvos"
1349,Ντάλαντος,Lesvos,WRONG_PLACE,35679,false,Καταρράκτης Μαν Κάτσα,tourist_attraction,ChIJ36uvH5uIuhQRfjcROFrwrIY,"Ντάλαντος, Lesvos"
1353,Παραλία Αμμούδι,Lesvos,WRONG_PLACE,25900,false,Παραλία Αμμουδέλι,beach,ChIJrWDVCnz3uhQRxzl45YWvcZ4,"Παραλία Αμμούδι, Lesvos"
1361,Περιστεριά,Lesvos,WRONG_PLACE,230562,false,Λέσβου,,ChIJu69raiOjoRQRbyVBnQ9CkuE,"Περιστεριά, Lesvos"
1365,Πυραμιές,Lesvos,WRONG_PLACE,50914,false,Μουσείο Φυσικής Ιστορίας Απολιθωμένου Δάσους Λέσβου,museum,ChIJTcY8rirGuhQRsX8vpvitpxg,"Πυραμιές, Lesvos"
1369,Τσιπούρια,Lesvos,WRONG_PLACE,34413,false,Μουσείο Φυσικής Ιστορίας Απολιθωμένου Δάσους Λέσβου,museum,ChIJTcY8rirGuhQRsX8vpvitpxg,"Τσιπούρια, Lesvos"
1379,Άγιος Νικόλαος,Samos,WRONG_PLACE,17639,false,Άγιος Νικόλαος,,ChIJWyQ8dlpqvBQRNHM62ArdsKg,"Άγιος Νικόλαος, Samos"
1380,Άσπρες (δυτική ακτή),Samos,WRONG_PLACE,9279,false,Καταρράκτες Ποταμιού,tourist_attraction,ChIJJ168_6lDvBQRxpYF8IhQFF8,"Άσπρες (δυτική ακτή), Samos"
1383,Χαντάκι,Samos,WRONG_PLACE,28898,false,Γεφυράκι street food,fast_food_restaurant,ChIJ0dT1DwAXvBQRN82Gi7Z5SFA,"Χαντάκι, Samos"
1389,Πλατάνα,Samos,WRONG_PLACE,10157,false,Πλατεία Πλατάνου Σάμου,tourist_attraction,ChIJVStSxtdBvBQR1bSGwMqp4qQ,"Πλατάνα, Samos"
1391,Μικρά Λεμονάκια,Samos,WRONG_PLACE,1828,false,Lemonakia,restaurant,ChIJ3-MBXs4VvBQRoBDuxMpvCDA,"Μικρά Λεμονάκια, Samos"
1392,Τρυπητή,Samos,WRONG_PLACE,8456,false,Παραλία Μικρό Σεϊτάνι,beach,ChIJz8W99PBCvBQRt03qnjO7-M4,"Τρυπητή, Samos"
1395,Αράπης,Samos,WRONG_PLACE,6452,false,Bee House Honey Samos,general_store,ChIJB_hv19FBvBQRxqdHmnkAVro,"Αράπης, Samos"
1400,Κουκουναρά,Samos,WRONG_PLACE,366390,false,Κουκουναρά,,ChIJyy6FmNDznBQRlMgE29r7Lwk,"Κουκουναρά, Samos"
1401,Κυριακού,Samos,WRONG_PLACE,22634,false,Αγία Κυριακη,,ChIJqSYa0dBEvBQRxLabiEL3x4c,"Κυριακού, Samos"
1409,Άσπρες (ανατολική ακτή),Samos,WRONG_TYPE,1393,false,Psili Ammos beach,bar,ChIJtfp_Q_JEvBQRqFwaLn5X7DU,"Άσπρες (ανατολική ακτή), Samos"
1410,Παραλία Βεργής,Samos,WRONG_PLACE,8488,false,Pappa Beach Official,tourist_attraction,ChIJYy0wTMM5vBQRVcdgO-_Z5js,"Παραλία Βεργής, Samos"
3037,Σάμος Βαθύ Μαούνες,Samos,WRONG_TYPE,31,false,Μαούνες Μπαρ,bar,ChIJg9WaOLwXvBQRzWm705_jjjk,"Σάμος Βαθύ Μαούνες, Samos"
1421,Άγιος Νικόλαος,Agios Efstratios,WRONG_PLACE,4880,false,Άγιος Ευστράτιος,,ChIJl_uI5aZ2pRQRJPWGY1bg_Pc,"Άγιος Νικόλαος, Agios Efstratios"
1422,Αλονίτσι,Agios Efstratios,WRONG_TYPE,30,false,Παραλία Αλωνίτσι,hiking_area,ChIJ4-bhKQBxpRQRK2pQUtZxw-s,"Αλονίτσι, Agios Efstratios"
1429,Φτελιό,Agios Efstratios,WRONG_PLACE,4094,false,Άγιος Ευστράτιος,,ChIJl_uI5aZ2pRQRJPWGY1bg_Pc,"Φτελιό, Agios Efstratios"
1436,Καταπόδι,Lemnos,WRONG_TYPE,137,false,Φαναράκι,park,ChIJc-rPVHiNrxQR56BbemufdU8,"Παραλία Καταπόδι, Lemnos"
1437,Κόκκινα (βόρειος όρμος),Lemnos,WRONG_PLACE,9574,false,Λήμνος,cottage,ChIJGVYwPh-FrxQR0SZEUTUOoag,"Κόκκινα (βόρειος όρμος), Lemnos"
1438,Λιμάνι Αγιάς,Lemnos,WRONG_TYPE,127,false,Λιμάνι Αγιάς,tourist_attraction,ChIJK_DufADzrxQRE9AQD4z2Obo,"Λιμάνι Αγιάς, Lemnos"
1440,Παναγιάς Πηγάδελι,Lemnos,WRONG_PLACE,9750,false,Παναγιά,church,ChIJZ4ZGzZqXrxQRDbTyhwR8e0w,"Παναγιάς Πηγάδελι, Lemnos"
1444,Τρυγή,Lemnos,WRONG_PLACE,3256,false,Παναγία της Τρυγής,church,ChIJ8YeHr4qVrxQRnhCr1eT0n1E,"Τρυγή, Lemnos"
1447,Βάθρακας,Lemnos,WRONG_PLACE,15658,false,Παραλία Αγίας Βαρβάρας,beach,ChIJx2Z4DWuSrxQRVKddE4dIhy4,"Παραλία Βάθρακας, Lemnos"
1450,Καλλιθέα,Lemnos,WRONG_TYPE,915,false,Καλλιθέα,,ChIJG83QBbGTrxQRoLa64iy9AAU,"Καλλιθέα, Lemnos"
1451,Κατάλακκο,Lemnos,WRONG_PLACE,3211,false,Κατάλακκο,,ChIJlXqGP9CWrxQRP8_hCxu0ffY,"Κατάλακκο, Lemnos"
1452,Κόκκινα (νότιος όρμος),Lemnos,WRONG_PLACE,4531,false,ΕΝ ΠΛΩ,restaurant,ChIJy0_fqHuPrxQRqsQi5ZboxRU,"Κόκκινα (νότιος όρμος), Lemnos"
1460,Παραλία Μακρύς Γυαλός,Lemnos,UNSTABLE,654,false,Παραλία Κοκκινόβραχος,beach,ChIJwZIBW5rtrxQRTSsMF1MyizY,"Παραλία Μακρύς Γυαλός, Lemnos"
1467,Τηγάνι,Lemnos,WRONG_PLACE,4201,false,Παραλία Κότσινα,beach,ChIJzXZ4j7aUrxQRLW4Gn9qi3qs,"Τηγάνι, Lemnos"
1469,Φαρακλού,Lemnos,WRONG_TYPE,77,false,Γεωλογικό Πάρκο Φαρακλού,nature_preserve,ChIJhTTNSHOVrxQRwKLbPXGRS9Y,"Φαρακλού, Lemnos"
1472,Ανεπίσημη Γυμνιστική Παραλία,Argolida (mainland),WRONG_PLACE,20434,false,Παραλία Μύλων,tourist_attraction,ChIJYTYgV6rknxQRpiwH_-MNiKY,"Ανεπίσημη Γυμνιστική Παραλία, Argolida"
1473,Βερβερόντα,Argolida (mainland),WRONG_TYPE,573,false,Βερβεροντα,,ChIJ2fccJluWnxQRvn6U2UwM5Mw,"Βερβερόντα, Argolida"
1479,Μικρή Βουρλιά,Argolida (mainland),WRONG_PLACE,30031,false,Παραλία Μύλων,tourist_attraction,ChIJYTYgV6rknxQRpiwH_-MNiKY,"Μικρή Βουρλιά, Argolida"
1480,Μπούκα,Argolida (mainland),WRONG_PLACE,105928,false,Bouka Bouka Mare,restaurant,ChIJa-w9sNulYRMRDKtyziE2IiU,"Μπούκα, Argolida"
1482,"Παραλία ""Παναγιά Πολέμαρχος""",Argolida (mainland),WRONG_TYPE,225,false,Παναγία Πολεμάρχα,church,ChIJ9-boX7knoBQRmqzYARq7LNo,"Παραλία ""Παναγιά Πολέμαρχος"", Argolida"
1493,Πετροθάλασσα,Argolida (mainland),WRONG_TYPE,745,false,Πετροθάλασσα,,ChIJfzxbyoOXnxQRwbLfmVnoxy4,"Πετροθάλασσα, Argolida"
1506,Άμμος του Μουλά,Arkadia (mainland),WRONG_TYPE,6,false,Άμμος του Μουλά,public_bath,ChIJJS8CJibDnxQRqnGdZF2k_nM,"Άμμος του Μουλά, Arkadia"
1510,Καρακατσάνης,Arkadia (mainland),WRONG_PLACE,104092,false,Λογιστικό Γραφείο | ABT Consultancy Καρακατσάνης,consultant,ChIJtdvYgZyjoRQR0q6XPQ1ziAw,"Καρακατσάνης, Arkadia"
1513,Νεκροταφείο,Arkadia (mainland),WRONG_PLACE,31183,false,ArcadiaPortal.gr,service,ChIJb4do1vgWYBMRor4RZMGv3hg,"Νεκροταφείο, Arkadia"
1514,Παλιόχανο,Arkadia (mainland),WRONG_PLACE,294397,false,"Ταβέρνα ""Παλιόχανο""",restaurant,ChIJLbeQnH0_WBMRBKKd-S9DCWg,"Παλιόχανο, Arkadia"
1515,Παραλία Βερβένων,Arkadia (mainland),WRONG_PLACE,34081,false,Βερβένων,,ChIJTd1WkFcWYBMRRwhgfqG_DDo,"Παραλία Βερβένων, Arkadia"
1518,Πλαζ Παράλιου Άστρους,Arkadia (mainland),WRONG_TYPE,1284,false,Παράλιο Άστρος,,ChIJbR5YJwjnnxQRXamPrKZ4ze0,"Πλαζ Παράλιου Άστρους, Arkadia"
1524,Κανταρέ,Korinthia (mainland),WRONG_TYPE,155,false,TAGARAS AUTO Μεταχειρισμένα Αυτοκίνητα,store,ChIJfdCZDg8UoBQRiaP3QPRzdW0,"Κανταρέ, Korinthia"
1525,Κοκκώσι,Korinthia (mainland),WRONG_TYPE,1062,false,Kokos RestoBar,restaurant,ChIJFxm79OQ9oBQRY5Qf7LV_aSk,"Κοκκώσι, Korinthia"
1527,Λευκή,Korinthia (mainland),WRONG_PLACE,15405,false,το Λευκό,home_goods_store,ChIJa3y4kGoUoBQRSSvfml8rFkU,"Λευκή, Korinthia"
1534,Παραλία Λυκοποριάς,Korinthia (mainland),WRONG_TYPE,246,false,CALMA BLUE Beach Bar Restaurant,restaurant,ChIJD9KFO82NXxMRRrxEP4V9HZM,"Παραλία Λυκοποριάς, Korinthia"
1539,Σιδερώνα,Korinthia (mainland),WRONG_TYPE,378,false,Σιδέρωνα,,ChIJU4qCRxc9oBQRE-FIXsCVR10,"Σιδερώνα, Korinthia"
1540,Στέρνα,Korinthia (mainland),WRONG_PLACE,45172,false,Στέρνα,,ChIJc825SzkAYBMRwGm64iy9AAU,"Στέρνα, Korinthia"
3039,Λουτράκι Αγ. Θεόδωροι,Korinthia (mainland),WRONG_PLACE,15421,false,Δήμος Λουτρακίου - Αγίων Θεοδώρων,,ChIJgQs3U2xAoBQRUV82hRrzA0s,"Λουτράκι Αγ. Θεόδωροι, Korinthia"
3040,Λουτράκι Λίμνη Βουλιαγμένης Ηραίου,Korinthia (mainland),WRONG_TYPE,902,false,Λίμνη Βουλιαγμένη,lake,ChIJTcnLw5RsoBQRd0kKOg_B8LA,"Λουτράκι Λίμνη Βουλιαγμένης Ηραίου, Korinthia"
3042,Λουτράκι Σχίνος,Korinthia (mainland),WRONG_PLACE,2195,false,Σχίνος,,ChIJXQpw479BoBQRfNIDBeENF3s,"Λουτράκι Σχίνος, Korinthia"
1549,Ανεπίσημη Γυμνιστική Παραλία,Lakonia (mainland),WRONG_PLACE,46469,false,Παραλία Χαμόκελο,tourist_attraction,ChIJtU-Wf1ANnhQRVj6ZcBfkBHc,"Ανεπίσημη Γυμνιστική Παραλία, Lakonia"
1550,Αρτάνη,Lakonia (mainland),WRONG_PLACE,53569,false,Αγριάνοι,,ChIJIYN8Ru4qYBMR01yIdRDnwY8,"Αρτάνη, Lakonia"
1552,Βιανδίνη (Βούρκος),Lakonia (mainland),WRONG_TYPE,71,false,Βιανδύνη | Παραλία Καφέ - Μπαρ - Εστιατόριο,restaurant,ChIJbVrCVbYinhQR2_lagk7v5Uk,"Βιανδίνη (Βούρκος), Lakonia"
1555,Γιαλός,Lakonia (mainland),WRONG_PLACE,15384,false,Gialos Rooms,hotel,ChIJKW3AXBUNnhQRNQb4YRJtuGQ,"Γιαλός, Lakonia"
1556,Δρίμισκος,Lakonia (mainland),WRONG_TYPE,975,false,Άκρα Δρίμισκος,natural_feature,ChIJ1Se2qBZKnhQRPts7nSJMeNU,"Δρίμισκος, Lakonia"
1557,Θυνί,Lakonia (mainland),WRONG_PLACE,45533,false,Θύνι,,ChIJX-z8exSUnxQRLxJLreOUNN0,"Θυνί, Lakonia"
1564,Κυανή Ακτή,Lakonia (mainland),WRONG_PLACE,5453,false,Παραλία Κοκκινιά,,ChIJrZix6DgjnhQRBz5Hjg2iSnw,"Κυανή Ακτή, Lakonia"
1565,Λιμάνι,Lakonia (mainland),WRONG_TYPE,155,false,Λιμάνι Ελαίας Λακωνίας,government_office,ChIJg4Px7O4jnhQRNfykr6HrdwY,"Λιμάνι, Lakonia"
1570,Μώλος,Lakonia (mainland),WRONG_TYPE,66,false,Μώλος cafe,cafe,ChIJuYW_dYQ1nhQRe7f7ZCbOD3E,"Μώλος, Lakonia"
1573,Παραλία 100 Ρίζες,Lakonia (mainland),WRONG_TYPE,31,false,"100 Rizes Seaside Resort, an SLH Hotel",hotel,ChIJyznweZbjYRMRCM7Z2nWQTVE,"Παραλία 100 Ρίζες, Lakonia"
1576,Παραλία Ελιάς,Lakonia (mainland),WRONG_PLACE,11999,false,Παραλία Έλους,beach,ChIJQSYFRQMhnhQRJfujN5R92-Y,"Παραλία Ελιάς, Lakonia"
1577,Παραλία Καλεβόλου,Lakonia (mainland),WRONG_PLACE,15276,false,Παραλία Χαμόκελο,tourist_attraction,ChIJtU-Wf1ANnhQRVj6ZcBfkBHc,"Παραλία Καλεβόλου, Lakonia"
1582,Παραλία Μαυροβουνίου,Lakonia (mainland),WRONG_PLACE,1697,false,Παραλία Μαυροβουνίου,beach,ChIJbQjN-RnhYRMRiQbHe5U5Etk,"Παραλία Μαυροβουνίου, Lakonia"
1584,Παραλία Σαρακίνικο,Lakonia (mainland),WRONG_PLACE,40135,false,Παραλία Κοκκινιά,,ChIJrZix6DgjnhQRBz5Hjg2iSnw,"Παραλία Σαρακίνικο, Lakonia"
1587,Παραλία της Πικριάς,Lakonia (mainland),WRONG_PLACE,6482,false,Παραλία Κοκκινιά,,ChIJrZix6DgjnhQRBz5Hjg2iSnw,"Παραλία της Πικριάς, Lakonia"
