id,name,regionId,island,verdict,recommend,query,nameStatus,nameQuery,nameHit,nameDistM,nameScore,pinHit,pinDistM,flags,lat,lon
625,Κομμός,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Κομμός, Heraklion, Crete",verified,"Κομμός, Heraklion, Crete",Παραλία Κομμός,40,35,Παραλία Κομμός,1,,35.0149,24.75978
626,Μάταλα,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μάταλα, Heraklion, Crete",verified,"Μάταλα, Heraklion, Crete",Μάταλα,149,35,Παραλία Μάταλα,0,,34.99387,24.74922
627,Μάρτσαλο,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μάρτσαλο, Heraklion, Crete",verified,"Μάρτσαλο, Heraklion, Crete",Μάρτσαλο,29,35,Μάρτσαλο,4,,34.93,24.77035
628,Πόρος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Πόρος, Heraklion, Crete",verified,"Πόρος, Heraklion, Crete",Πόρος,35,35,Πόρος,0,,34.925,24.75237
629,Ψιλή Άμμος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Ψιλή Άμμος, Heraklion, Crete",verified,"Ψιλή Άμμος, Heraklion, Crete",Ψιλή Άμμος,105,35,Ψιλή Άμμος,1,,34.93823,24.86089
630,Τραφουλάς,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Τραφουλάς, Heraklion, Crete",verified,"Τραφουλάς, Heraklion, Crete",Τραφουλάς,128,35,Τραφουλάς,0,,34.92637,24.96048
631,Τρυπητή,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Τρυπητή, Heraklion, Crete",verified,"Τρυπητή, Heraklion, Crete",Τρυπητή,103,35,Τρυπητή,0,,34.93435,24.98292
632,Βαθύ,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Βαθύ, Heraklion, Crete",verified,"Βαθύ, Heraklion, Crete",Βαθύ,0,35,Βαθύ,1,,34.95208,24.75473
635,Αγία Πελαγία,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Παραλία Αγία Πελαγία, Heraklion",verified,"Παραλία Αγία Πελαγία, Heraklion",Παραλία Αγία Πελαγία,40,35,Παραλία Αγία Πελαγία,0,,35.4061962,25.0186883
636,Λυγαριά,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Λυγαριά, Heraklion, Crete",verified,"Λυγαριά, Heraklion, Crete",Λυγαριά,117,35,Παραλία Λυγαριά,0,,35.3993205,25.0272401
637,Μονοναύτης,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Παραλία Μονοναύτης, Heraklion",verified,"Παραλία Μονοναύτης, Heraklion",Παραλία Μονοναύτης,2,35,Παραλία Μονοναύτης,0,,35.4163394,25.0187522
638,Ψαρομούρα,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Ψαρομούρα, Heraklion, Crete",verified,"Ψαρομούρα, Heraklion, Crete",Psaromoura beach,5,35,Psaromoura beach,0,,35.4129901,25.0178675
639,Μάδε,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μάδε, Heraklion, Crete",verified,"Μάδε, Heraklion, Crete",Μαδέ,39,35,Made,0,,35.4000835,25.034101
640,Παλαιόκαστρο,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Παλαιόκαστρο, Heraklion, Crete",verified,"Παλαιόκαστρο, Heraklion, Crete",Παλαιόκαστρο,155,35,Palaiokastro Beach,0,,35.3662056,25.0388557
645,Σταλίδα,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Σταλίδα, Heraklion, Crete",verified,"Σταλίδα, Heraklion, Crete",Σταλίδα,59,35,(unnamed),0,,35.2940054,25.4300889
646,Μάλια,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Nisos Beach, Heraklion",verified,"Nisos Beach, Heraklion",Nisos Beach,146,35,Nisos Beach,0,,35.2937247,25.462638
647,Ποταμός Μαλίας,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Potamos municipal beach, Heraklion",verified,"Potamos municipal beach, Heraklion",Potamos municipal beach,20,35,Potamos municipal beach,0,,35.2962023,25.4863639
648,Παραλία Κρασά,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Παραλία Κρασά, Heraklion, Crete",verified,"Παραλία Κρασά, Heraklion, Crete",Παραλία Κρασά,0,35,Παραλία Κρασά,0,,34.9833288,25.3085704
649,Καταλυκή,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Katalyki, Heraklion",verified,"Katalyki, Heraklion",Katalyki,41,35,Katalyki,0,,35.0792591,24.7417341
650,Ληστής,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Ληστής, Heraklion, Crete",verified,"Ληστής, Heraklion, Crete",Ληστής,291,35,Ληστής,276,,34.9897041,25.3510676
652,Κουδουμάς,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Κουδουμάς, Heraklion, Crete",verified,"Κουδουμάς, Heraklion, Crete",Κουδουμάς,17,35,Κουδουμάς,0,,34.9377956,25.0859135
653,Αλιόρι,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Αλιόρι, Heraklion, Crete",verified,"Αλιόρι, Heraklion, Crete",Αλιόρι,159,35,Αλιόρι,0,,34.9857347,25.2968465
656,Κόκκινες Πλάκες,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Κόκκινες Πλάκες, Heraklion, Crete",verified,"Κόκκινες Πλάκες, Heraklion, Crete",Κόκκινες Πλάκες,33,35,Κόκκινες Πλάκες,0,,34.9409256,24.8407672
657,Μάχα,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μάχα, Heraklion, Crete",verified,"Μάχα, Heraklion, Crete",Μάχα,3,35,Μάχα,0,,34.9405452,24.8359126
658,Λεπριάς,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Λεπριάς, Heraklion, Crete",verified,"Λεπριάς, Heraklion, Crete",Λεπριάς,3,35,Λεπριάς,0,,34.9332754,25.0018281
659,Κατάρτι,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Κατάρτι, Heraklion, Crete",verified,"Κατάρτι, Heraklion, Crete",Κατάρτι,2,35,Κατάρτι,0,,34.9326287,25.0066827
660,Ελυγιά,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Ελυγιά, Heraklion, Crete",verified,"Ελυγιά, Heraklion, Crete",Ελυγιά,44,35,Ελυγιά,0,,34.941803,25.0568971
661,Σκούρος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Σκούρος, Heraklion, Crete",verified,"Σκούρος, Heraklion, Crete",Σκούρος,70,35,Σκούρος,0,,34.9958807,25.366036
662,Στενά,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Στενά, Heraklion, Crete",verified,"Στενά, Heraklion, Crete",Στενά,3,35,Στενά,0,,34.9269291,24.7983051
663,Μαριδάκι,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μαριδάκι, Heraklion, Crete",verified,"Μαριδάκι, Heraklion, Crete",Μαριδάκι,35,35,Μαριδάκι,0,,34.9768988,25.2744031
664,Γλυκός Κόλυμπος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Γλυκός Κόλυμπος, Heraklion, Crete",verified,"Γλυκός Κόλυμπος, Heraklion, Crete",Γλυκός Κόλυμπος,14,35,Γλυκός Κόλυμπος,0,,34.9481984,25.1203517
665,Σαλαμίας,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Σαλαμίας, Heraklion, Crete",verified,"Σαλαμίας, Heraklion, Crete",Σαλαμίας,16,35,Σαλαμίας,0,,34.9363795,25.0226084
666,Άγιος Νικήτας,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Άγιος Νικήτας, Heraklion, Crete",verified,"Άγιος Νικήτας, Heraklion, Crete",Άγιος Νικήτας,3,35,Άγιος Νικήτας,0,,34.9641197,25.2550482
667,Μακριά Άμμος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Μακριά Άμμος, Heraklion, Crete",verified,"Μακριά Άμμος, Heraklion, Crete",Μακριά Άμμος,142,35,Μακριά Άμμος,0,,34.9350512,24.8086639
668,Χρυσόστομος,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Χρυσόστομος, Heraklion, Crete",verified,"Χρυσόστομος, Heraklion, Crete",Χρυσόστομος,126,35,Χρυσόστομος,0,,34.9391142,24.827218
669,Pantanassa,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Pantanassa, Heraklion, Crete",verified,"Pantanassa, Heraklion, Crete",Pantanassa,9,35,Pantanassa,0,,35.3558683,25.041439
670,Σαραντάρι,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Σαραντάρι, Heraklion, Crete",verified,"Σαραντάρι, Heraklion, Crete",Σαραντάρι,143,35,Saradari Nude Beach,147,,35.3324492,25.3850435
671,Ψιλή Άμμος Καλών Λιμένων,crete-crete-heraklion,Crete (Heraklion),PASS,none,"Ψιλή Άμμος, Heraklion",verified,"Ψιλή Άμμος, Heraklion",Ψιλή Άμμος,6,35,Ψιλή Άμμος,0,,34.9296228,24.8003267
716,Αγία Φωτιά,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Αγία Φωτιά, Lasithi, Crete",verified,"Αγία Φωτιά, Lasithi, Crete",Αγία Φωτιά,62,35,Αγία Φωτιά,0,,35.02192,25.87635
717,Άγιος Παντελεήμονας,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Άγιος Παντελεήμονας, Lasithi, Crete",verified,"Άγιος Παντελεήμονας, Lasithi, Crete",Αγιος Παντελεήμονας,92,35,Αγιος Παντελεήμονας,0,,35.12705,25.73343
718,Αθερίνα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Αθερίνα, Lasithi, Crete",verified,"Αθερίνα, Lasithi, Crete",Atherina beach,1,35,Atherina beach,0,,35.02103,26.07169
719,Αλατσολίμνη,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Αλατσολίμνη, Lasithi, Crete",verified,"Αλατσολίμνη, Lasithi, Crete",Αλατσολίμνη,135,35,Alatsolimni beach,0,,35.04872,26.23894
720,Αλμυρός,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Αλμυρός, Lasithi, Crete",verified,"Αλμυρός, Lasithi, Crete",Αλμυρός,12,35,Αλμυρός,0,,35.17674,25.70949
721,Άμμος Αγίου Νικολάου,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Άμμος, Lasithi",verified,"Άμμος, Lasithi",Άμμος,6,35,Άμμος,0,,35.18701,25.71581
722,Άμμος Ξερόκαμπου,crete-crete-lasithi,Crete (Lasithi),REVIEW,coordinates,"Amatos beach, Lasithi",needs_review,"Amatos beach, Lasithi",Amatos beach,11,0,Amatos beach,0,weak_name_match,35.0283,26.20897
723,Αμμούδι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Αμμούδι, Lasithi, Crete",verified,"Αμμούδι, Lasithi, Crete",Αμμούδι,6,35,(unnamed),227,,35.19812,25.71273
724,Ανασκελού,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Ανασκελού, Lasithi, Crete",verified,"Ανασκελού, Lasithi, Crete",Ανασκελού,16,35,Ανασκελού,0,,35.01941,26.03416
725,Άργιλος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Άργιλος, Lasithi, Crete",verified,"Άργιλος, Lasithi, Crete",Άργιλος,17,35,Άργιλος,1,,35.03865,26.23165
726,Άσπες,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Άσπες, Lasithi, Crete",verified,"Άσπες, Lasithi, Crete",Άσπες,14,35,Άσπες,0,,35.32018,25.57265
727,Αυλάκι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Avlaki, Lasithi",verified,"Avlaki, Lasithi",Avlaki,1,35,Avlaki,0,,35.30947,25.52903
728,Βαγί,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Βαγί, Lasithi, Crete",verified,"Βαγί, Lasithi, Crete",Βαγί,13,35,Βαγί,0,,35.25769,25.75479
730,Βάι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Βάι, Lasithi, Crete",verified,"Βάι, Lasithi, Crete",Παραλία του Βάι,24,35,Παραλία του Βάι,0,,35.25459,26.26516
731,Βλυχάδα Ξερόκαμπου,crete-crete-lasithi,Crete (Lasithi),REVIEW,coordinates,"Vlyhada beach, Lasithi",needs_review,"Vlyhada beach, Lasithi",Vlyhada beach,74,0,Vlyhada beach,0,weak_name_match,35.01508,26.15777
732,Βόλια,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Βόλια, Lasithi, Crete",verified,"Βόλια, Lasithi, Crete",Βόλια,20,35,Βόλια,1,,35.31974,25.56737
733,Βούλισμα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Βούλισμα, Lasithi, Crete",verified,"Βούλισμα, Lasithi, Crete",Βούλισμα,111,35,Βούλισμα,1,,35.1256,25.74491
734,Βουρλιά,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Βουρλιά, Lasithi, Crete",verified,"Βουρλιά, Lasithi, Crete",Παραλία Βουρλιά,22,35,Παραλία Βουρλιά,0,,35.04097,26.23329
736,Γεροντόλακκος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Γεροντόλακκος, Lasithi, Crete",verified,"Γεροντόλακκος, Lasithi, Crete",Γεροντόλακκος,4,35,Γεροντόλακκος,0,,35.03774,26.23084
737,Διανισκάρι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Διανισκάρι, Lasithi, Crete",verified,"Διανισκάρι, Lasithi, Crete",Διανισκάρι,1,35,Διανισκάρι,0,,35.25755,25.73992
738,Διασκάρι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Διασκάρι, Lasithi, Crete",verified,"Διασκάρι, Lasithi, Crete",Παραλία Διασκάρι,45,35,Παραλία Διασκάρι,0,,35.03278,25.994
739,Θόλος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Θόλος, Lasithi, Crete",verified,"Θόλος, Lasithi, Crete",Θόλος,124,35,Tholos Beach,0,,35.15223,25.86245
740,Ίτανος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Ίτανος, Lasithi, Crete",verified,"Ίτανος, Lasithi, Crete",Itanos Beach,7,35,Itanos Beach,0,,35.26635,26.26316
741,Κάκκος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Κάκκος, Lasithi, Crete",verified,"Κάκκος, Lasithi, Crete",Kakkos,22,35,Kakkos,0,,35.0111,25.83998
742,Καλάμι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Καλάμι, Lasithi, Crete",verified,"Καλάμι, Lasithi, Crete",Kalami beach,0,35,Kalami beach,1,,35.02238,26.0686
743,Καραβοστάσι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Καραβοστάσι, Lasithi, Crete",verified,"Καραβοστάσι, Lasithi, Crete",Καραβοστάσι,88,35,Καραβοστάσι,0,,35.13011,25.72737
744,Καρούμες,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Καρούμες, Lasithi, Crete",verified,"Καρούμες, Lasithi, Crete",Καρούμες,31,35,Καρούμες,0,,35.14625,26.27661
746,Κιτροπλατεία,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Κιτροπλατεία, Lasithi, Crete",verified,"Κιτροπλατεία, Lasithi, Crete",Κιτροπλατεία,18,35,Κιτροπλατεία,0,,35.18904,25.72115
747,Κολοκύθα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Κολοκύθα, Lasithi, Crete",verified,"Κολοκύθα, Lasithi, Crete",Κολοκύθα,8,35,Κολοκύθα,0,,35.25988,25.75177
748,Κουρεμένος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Kouremenos Beach, Lasithi",verified,"Kouremenos Beach, Lasithi",Kouremenos Beach,153,35,Kouremenos Beach,0,,35.20581,26.2723
750,Λαγκάδα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Paralia Lagada, Lasithi",verified,"Paralia Lagada, Lasithi",Paralia Lagada,48,35,Paralia Lagada,0,,35.02815,25.99931
751,Λιβάρι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Livari beach, Lasithi",verified,"Livari beach, Lasithi",Livari beach,13,35,Livari beach,1,,35.0118,26.15476
752,Μαζιδά Άμμος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μαζιδά Άμμος, Lasithi, Crete",verified,"Μαζιδά Άμμος, Lasithi, Crete",Παραλία Μαζιδά Άμμος,89,35,Παραλία Μαζιδά Άμμος,1,,35.03625,26.22066
753,Μαριδάτη,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μαριδάτη, Lasithi, Crete",verified,"Μαριδάτη, Lasithi, Crete",Μαριδάτη,24,35,Μαριδάτη,1,,35.22158,26.27354
754,Μονή Καψά,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μονή Καψά, Lasithi, Crete",verified,"Μονή Καψά, Lasithi, Crete",Μονή Καψά,147,35,Moni Kapsa Beach,0,,35.01933,26.0517
755,Μπάλος Ελούντας,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μπάλος, Lasithi",verified,"Μπάλος, Lasithi",Μπάλος,3,35,Μπάλος,0,,35.31964,25.57102
757,Μποτζαλάκι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μποτζαλάκι, Lasithi, Crete",verified,"Μποτζαλάκι, Lasithi, Crete",Botzalaki beach,42,35,Botzalaki beach,1,,35.01776,26.08734
758,Μπούφος,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Μπούφος, Lasithi, Crete",verified,"Μπούφος, Lasithi, Crete",Boufos,2,35,Boufos,1,,35.30877,25.52734
759,Παραλία Βλυχάδια,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Παραλία Βλυχάδια, Lasithi, Crete",verified,"Παραλία Βλυχάδια, Lasithi, Crete",Παραλία Βλυχάδια,1,35,Παραλία Βλυχάδια,0,,35.33654,25.69524
761,Παραλία της Γριάς το Πήδημα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Παραλία της Γριάς το Πήδημα, Lasithi, Crete",verified,"Παραλία της Γριάς το Πήδημα, Lasithi, Crete",Παραλία της γριάς το πήδημα,36,35,Παραλία της γριάς το πήδημα,0,,35.0283,25.8982
762,Πελεκητή,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Πελεκητή, Lasithi, Crete",verified,"Πελεκητή, Lasithi, Crete",Πελεκητή,3,35,Πελεκητή,0,,35.2925177,25.7473654
763,Πλάκα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Πλάκα, Lasithi, Crete",verified,"Πλάκα, Lasithi, Crete",Πλάκα,0,35,Πλάκα,0,,35.31974,25.56567
764,Πλάκα Ελούντας,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Plaka, Lasithi",verified,"Plaka, Lasithi",Plaka,9,35,Plaka,0,,35.30191,25.72691
765,Ποταμός Ξερόκαμπου,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Paralia Potamos, Lasithi",verified,"Paralia Potamos, Lasithi",Paralia Potamos,30,35,Paralia Potamos,0,,35.05392,26.24322
766,Σκινιάς,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Skinias Beach, Lasithi",verified,"Skinias Beach, Lasithi",Skinias Beach,1,35,Skinias Beach,0,,35.16928,26.28138
767,Σχίσμα,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Σχίσμα, Lasithi, Crete",verified,"Σχίσμα, Lasithi, Crete",Σχίσμα,31,35,Σχίσμα,0,,35.26429,25.72247
768,Χαβάνια,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Χαβάνια, Lasithi, Crete",verified,"Χαβάνια, Lasithi, Crete",Χαβάνια,10,35,Mirabello,339,,35.21347,25.71245
769,Χιόνα Ξερόκαμπου,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Χιόνα, Lasithi",verified,"Χιόνα, Lasithi",Χιόνα,12,35,Χιόνα,0,,35.03926,26.23225
770,Χιόνα Παλαίκαστρου,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Χιόνα Παλαίκαστρου, Lasithi, Crete",verified,"Χιόνα Παλαίκαστρου, Lasithi, Crete",Chiona Beach,45,35,Chiona Beach,0,,35.19776,26.27745
771,Ψιλή Άμμος Βάι,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Ψιλή Άμμος, Lasithi",verified,"Ψιλή Άμμος, Lasithi",Ψιλή Άμμος,6,35,Ψιλή Άμμος,0,,35.25142,26.26717
773,Palm Bay Beach,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Palm Bay Beach, Lasithi, Crete",verified,"Palm Bay Beach, Lasithi, Crete",Palm Bay Beach,6,35,Palm Bay Beach,0,,35.30868,25.51803
774,Trachilias Beach,crete-crete-lasithi,Crete (Lasithi),PASS,none,"Trachilias Beach, Lasithi, Crete",verified,"Trachilias Beach, Lasithi, Crete",Trachilias Beach,0,35,Trachilias Beach,0,,35.2212064,26.0672501
927,Acquasanta Beach,ionian-islands-corfu,Corfu,PASS,none,"Acquasanta Beach, Corfu",verified,"Acquasanta Beach, Corfu",Acquasanta Beach,67,35,Acquasanta Beach,1,,39.79478,19.75939
928,Agias Triades Beach,ionian-islands-corfu,Corfu,PASS,none,"Agias Triades Beach, Corfu",verified,"Agias Triades Beach, Corfu",Agias Triades Beach,27,35,Agias Triades Beach,0,,39.67332,19.715
929,Agni Beach,ionian-islands-corfu,Corfu,PASS,none,"Agni Beach, Corfu",verified,"Agni Beach, Corfu",Agni Beach,14,35,Agni Beach,1,,39.7363,19.92954
932,Benitses beach,ionian-islands-corfu,Corfu,PASS,none,"Benitses beach, Corfu",verified,"Benitses beach, Corfu",Benitses beach,45,35,Benitses beach,56,,39.54311,19.91464
933,Black Rocks Beach,ionian-islands-corfu,Corfu,PASS,none,"Black Rocks Beach, Corfu",verified,"Black Rocks Beach, Corfu",Black Rocks Beach,7,35,Black Rocks Beach,0,,39.55162,19.84654
935,Dafnila Beach,ionian-islands-corfu,Corfu,PASS,none,"Dafnila Beach, Corfu",verified,"Dafnila Beach, Corfu",Dafnila Beach,8,35,Dafnila Beach,0,,39.67134,19.84946
937,Galiskari Beach,ionian-islands-corfu,Corfu,PASS,none,"Galiskari Beach, Corfu",verified,"Galiskari Beach, Corfu",Galiskari Beach,28,35,Galiskari Beach,0,,39.739,19.93171
938,Glyfa Beach,ionian-islands-corfu,Corfu,PASS,none,"Glyfa Beach, Corfu",verified,"Glyfa Beach, Corfu",Glyfa Beach,12,35,Glyfa Beach,0,,39.72351,19.88401
939,Imerolia Beach,ionian-islands-corfu,Corfu,PASS,none,"Imerolia Beach, Corfu",verified,"Imerolia Beach, Corfu",Imerolia Beach,97,35,Imerolia Beach,1,,39.78815,19.91165
941,Kalamionas Beach,ionian-islands-corfu,Corfu,PASS,none,"Kalamionas Beach, Corfu",verified,"Kalamionas Beach, Corfu",Kalamionas Beach,14,35,Kalamionas Beach,0,,39.78875,19.91813
942,Kaminaki Beach,ionian-islands-corfu,Corfu,PASS,none,"Kaminaki Beach, Corfu",verified,"Kaminaki Beach, Corfu",Kaminaki Beach,12,35,Kaminaki Beach,0,,39.72841,19.91424
943,Kanoni Beach,ionian-islands-corfu,Corfu,PASS,none,"Kanoni Beach, Corfu",verified,"Kanoni Beach, Corfu",Kanoni Beach,16,35,Kanoni Beach,0,,39.7937,19.92046
944,Karavi Beach,ionian-islands-corfu,Corfu,PASS,none,"Karavi Beach, Corfu",verified,"Karavi Beach, Corfu",Karavi Beach,5,35,Karavi Beach,0,,39.78963,19.92553
946,Maltas beach,ionian-islands-corfu,Corfu,PASS,none,"Maltas beach, Corfu",verified,"Maltas beach, Corfu",Maltas beach,0,35,Maltas beach,0,,39.40807,19.99314
949,Nissaki Beach,ionian-islands-corfu,Corfu,PASS,none,"Nissaki Beach, Corfu",verified,"Nissaki Beach, Corfu",Nissaki Beach,4,35,Nissaki Beach,0,,39.724,19.89703
950,Paramonas,ionian-islands-corfu,Corfu,PASS,none,"Paramonas, Corfu",verified,"Paramonas, Corfu",Paramonas,25,35,Paramonas,0,,39.50223,19.85281
951,Robolla Beach,ionian-islands-corfu,Corfu,PASS,none,"Robolla Beach, Corfu",verified,"Robolla Beach, Corfu",Robolla Beach,5,35,Robolla Beach,0,,39.79569,19.78158
952,Santa Barbara beach,ionian-islands-corfu,Corfu,PASS,none,"Santa Barbara beach, Corfu",verified,"Santa Barbara beach, Corfu",Santa Barbara beach,32,35,Santa Barbara beach,1,,39.4113,19.98812
953,skalia beach,ionian-islands-corfu,Corfu,PASS,none,"skalia beach, Corfu",verified,"skalia beach, Corfu",skalia beach,32,35,skalia beach,0,,39.38391,20.04768
954,Άγιος Στέφανος,ionian-islands-corfu,Corfu,PASS,none,"Άγιος Στέφανος, Corfu",verified,"Άγιος Στέφανος, Corfu",Άγιος Στέφανος,170,35,Άγιος Στέφανος,0,,39.7581,19.64273
956,Αγία Αικατερίνη,ionian-islands-corfu,Corfu,PASS,none,"Αγία Αικατερίνη, Corfu",verified,"Αγία Αικατερίνη, Corfu",Αγία Αικατερίνη,27,35,Αγία Αικατερίνη,0,,39.63714,19.8749
958,Αποτρυπητή,ionian-islands-corfu,Corfu,PASS,none,"Αποτρυπητή, Corfu",verified,"Αποτρυπητή, Corfu",Αποτρυπητή,21,35,Αποτρυπητή,0,,39.79659,19.6951
960,Αστρακερή,ionian-islands-corfu,Corfu,PASS,none,"Αστρακερή, Corfu",verified,"Αστρακερή, Corfu",Αστρακερή,11,35,Αστρακερή,0,,39.79641,19.75524
961,Ηλιόδωρος,ionian-islands-corfu,Corfu,PASS,none,"Ηλιόδωρος, Corfu",verified,"Ηλιόδωρος, Corfu",Ηλιόδωρος,8,35,Ηλιόδωρος,0,,39.65603,19.7239
962,Κάβος,ionian-islands-corfu,Corfu,PASS,none,"Κάβος, Corfu",verified,"Κάβος, Corfu",Κάβος,26,35,Κάβος,1,,39.3826,20.11922
965,Κανάλι του Έρωτα,ionian-islands-corfu,Corfu,PASS,none,"Κανάλι του Έρωτα, Corfu",verified,"Κανάλι του Έρωτα, Corfu",Κανάλι του Έρωτα,9,35,Κανάλι του Έρωτα,1,,39.79706,19.69821
966,Κανόνι,ionian-islands-corfu,Corfu,PASS,none,"Κανόνι, Corfu",verified,"Κανόνι, Corfu",Κανόνι,14,35,Κανόνι,0,,39.59129,19.91952
967,Καρδάκι,ionian-islands-corfu,Corfu,PASS,none,"Καρδάκι, Corfu",verified,"Καρδάκι, Corfu",Καρδάκι,14,35,Καρδάκι,0,,39.6032,19.92679
968,Κοντογιαλός,ionian-islands-corfu,Corfu,PASS,none,"Κοντογιαλός, Corfu",verified,"Κοντογιαλός, Corfu",Κοντογιαλός,104,35,Κοντογιαλός,0,,39.58367,19.819
969,Κρουζερή,ionian-islands-corfu,Corfu,PASS,none,"Κρουζερή, Corfu",verified,"Κρουζερή, Corfu",Κρουζερή,52,35,Κρουζερή,1,,39.73028,19.91926
972,Μαΐστρος,ionian-islands-corfu,Corfu,PASS,none,"Μαΐστρος, Corfu",verified,"Μαΐστρος, Corfu",Μαΐστρος,60,35,Μαΐστρος,0,,39.64404,19.92342
973,Μανδράκι,ionian-islands-corfu,Corfu,PASS,none,"Μανδράκι, Corfu",verified,"Μανδράκι, Corfu",Μανδράκι,8,35,Μανδράκι,1,,39.62462,19.92987
975,Μπουκάρη,ionian-islands-corfu,Corfu,PASS,none,"Μπουκάρη, Corfu",verified,"Μπουκάρη, Corfu",Μπουκάρη,20,35,Μπουκάρη,0,,39.45954,19.97745
977,Νότος,ionian-islands-corfu,Corfu,PASS,none,"Νότος, Corfu",verified,"Νότος, Corfu",Νότος,20,35,Νότος,1,,39.44844,20.00435
